,Edad_y_Tipo_de_Atención,IRA_Alta_(J00-J06),Influenza_(J09-J11),Neumonía_(J12-J18),Bronquitis/bronquiolitis_aguda_(J20-J21),Crisis_obstructiva_bronquial_(J40-J46),"Otra_causa_respiratoria_(J22,_J30-J39,_J47,_J60-J98)","Covid-19,_Virus_no_identificado_U07.2","Covid-19,_Virus_identificado_U07.1",CAUSAS_SISTEMA_RESPIRATORIO,"-_COVID-19,_VIRUS_NO_IDENTIFICADO_U07.2","-_COVID-19,_VIRUS_IDENTIFICADO_U07.1",COVID_19_Sospechoso_(U07.2),COVID_19_Confirmado_(U07.1),-_COVID_19_SOSPECHOSO_(U07.2),-_COVID_19_CONFIRMADO_(U07.1)
49,50,12,0,1,0,11,6,,,4,,,,,,
50,51,24,1,5,0,12,4,,,6,,,,,,
51,52,21,0,3,2,6,4,,,2,,,,,,
52,1,17,0,1,0,9,4,,,2,,,,,,
53,2,20,0,4,0,6,5,,,2,,,,,,
54,3,16,0,5,0,13,6,,,5,,,,,,
55,4,16,0,4,0,6,4,,,3,,,,,,
56,5,15,1,0,0,4,3,,,1,,,,,,
57,6,16,0,5,0,4,4,,,5,,,,,,
58,7,8,0,0,3,8,8,,,6,,,,,,
59,8,11,0,0,2,6,5,,,4,,,,,,
60,9,15,1,2,0,7,4,,,5,,,,,,
61,10,26,0,4,0,7,5,,,2,,,,,,
62,11,30,0,2,0,18,5,,,4,,,,,,
63,12,42,1,4,0,10,2,,,3,,,,,,
64,13,23,0,1,0,20,4,,,3,,,,,,
65,14,23,1,3,1,16,3,,,3,,,,,,
66,15,27,0,2,0,7,8,,,3,,,,,,
67,16,26,0,1,0,12,4,,,1,,,,,,
68,17,21,1,6,0,13,2,,,3,,,,,,
69,18,25,0,4,1,22,7,,,2,,,,,,
70,19,25,3,0,0,8,3,,,3,,,,,,
71,20,25,0,5,3,11,7,,,5,,,,,,
72,21,39,0,3,1,14,3,,,2,,,,,,
73,22,34,1,5,0,15,8,,,2,,,,,,
74,23,17,0,3,2,11,9,,,4,,,,,,
75,24,38,0,3,1,16,11,,,2,,,,,,
76,25,44,2,3,0,21,9,,,3,,,,,,
77,26,45,4,5,1,19,13,,,5,,,,,,
78,27,59,3,8,1,29,9,,,4,,,,,,
79,28,43,10,11,2,33,4,,,8,,,,,,
80,29,27,2,4,2,21,10,,,8,,,,,,
81,30,28,3,5,0,21,8,,,2,,,,,,
82,31,27,0,4,0,14,6,,,4,,,,,,
83,32,23,11,4,2,20,5,,,1,,,,,,
84,33,21,3,2,0,19,6,,,3,,,,,,
85,34,31,1,1,2,25,9,,,7,,,,,,
86,35,25,1,8,2,16,7,,,9,,,,,,
87,36,20,0,5,0,35,9,,,4,,,,,,
88,37,24,0,4,0,25,11,,,3,,,,,,
89,38,21,0,3,3,20,4,,,3,,,,,,
90,39,20,2,5,0,18,6,,,4,,,,,,
91,40,16,1,3,0,13,3,,,1,,,,,,
92,41,21,1,1,0,14,9,,,4,,,,,,
93,42,19,0,8,1,10,8,,,6,,,,,,
94,43,16,0,3,0,9,8,,,3,,,,,,
95,44,23,0,0,0,11,6,,,1,,,,,,
96,45,33,1,1,0,11,7,,,3,,,,,,
97,46,12,1,4,2,9,7,,,5,,,,,,
98,47,7,1,2,0,9,7,,,5,,,,,,
99,48,25,0,1,0,10,4,,,4,,,,,,
100,49,21,1,0,0,13,3,,,1,,,,,,
101,50,11,0,4,0,17,1,,,3,,,,,,
102,51,12,0,1,0,8,6,,,4,,,,,,
103,52,14,0,1,0,8,2,,,2,,,,,,
104,1,18,0,0,0,9,3,,,0,,,,,,
105,2,10,2,7,1,9,6,,,5,,,,,,
106,3,13,0,2,0,2,3,,,2,,,,,,
107,4,10,0,7,0,1,4,,,8,,,,,,
108,5,15,1,1,0,9,7,,,5,,,,,,
109,6,15,0,0,0,6,7,,,2,,,,,,
110,7,23,1,2,0,7,7,,,4,,,,,,
111,8,16,0,0,0,7,5,,,1,,,,,,
112,9,16,0,1,0,11,2,,,2,,,,,,
113,10,12,0,2,0,10,8,,,0,,,,,,
114,11,21,0,2,0,8,4,,,4,,,,,,
115,12,30,1,1,1,16,9,,,5,,,,,,
116,13,38,2,4,0,16,4,,,1,,,,,,
117,14,29,0,2,0,8,3,,,2,,,,,,
118,15,22,1,4,0,8,7,,,3,,,,,,
119,16,25,0,2,0,6,7,,,3,,,,,,
120,17,16,2,4,1,7,5,,,5,,,,,,
121,18,15,0,5,0,12,7,,,6,,,,,,
122,19,17,0,3,0,19,6,,,3,,,,,,
123,20,22,0,3,0,7,6,,,3,,,,,,
124,21,22,1,1,0,12,8,,,2,,,,,,
125,22,27,1,2,0,15,8,,,4,,,,,,
126,23,32,2,3,12,15,17,,,5,,,,,,
127,24,48,2,3,0,23,11,,,5,,,,,,
128,25,48,5,7,0,24,13,,,8,,,,,,
129,26,40,9,4,0,16,10,,,6,,,,,,
130,27,43,4,3,0,23,8,,,3,,,,,,
131,28,40,9,1,1,21,1,,,2,,,,,,
132,29,31,8,5,1,21,5,,,8,,,,,,
133,30,23,4,0,0,17,6,,,1,,,,,,
134,31,30,1,4,1,15,11,,,2,,,,,,
135,32,27,7,5,1,12,12,,,3,,,,,,
136,33,59,13,4,0,26,11,,,1,,,,,,
137,34,65,17,4,2,26,20,,,5,,,,,,
138,35,82,10,9,1,20,8,,,3,,,,,,
139,36,70,6,9,0,21,12,,,5,,,,,,
140,37,34,5,2,0,18,12,,,3,,,,,,
141,38,38,3,1,0,12,9,,,2,,,,,,
142,39,25,2,1,1,13,6,,,3,,,,,,
143,40,18,2,3,0,10,13,,,3,,,,,,
144,41,20,1,3,0,22,4,,,3,,,,,,
145,42,19,1,6,0,16,3,,,2,,,,,,
146,43,35,1,2,0,15,8,,,4,,,,,,
147,44,28,1,1,0,14,5,,,3,,,,,,
148,45,23,2,0,1,13,9,,,3,,,,,,
149,46,18,0,2,1,10,5,,,1,,,,,,
150,47,10,0,1,0,5,7,,,1,,,,,,
151,48,11,1,1,0,7,8,,,2,,,,,,
152,49,13,0,3,0,6,8,,,3,,,,,,
153,50,3,0,2,0,7,6,,,3,,,,,,
154,51,15,0,0,0,10,8,,,3,,,,,,
155,52,16,0,1,0,8,5,,,1,,,,,,
156,1,11,0,2,1,2,2,,,2,,,,,,
157,2,16,1,3,0,8,5,,,2,,,,,,
158,3,10,1,0,0,7,0,,,0,,,,,,
159,4,14,0,0,0,7,4,,,1,,,,,,
160,5,17,0,1,0,18,4,,,2,,,0.0,0.0,0.0,0.0
161,6,14,0,3,0,7,3,,,3,,,0.0,0.0,0.0,0.0
162,7,12,0,1,0,2,7,,,1,,,0.0,0.0,,0.0
163,8,11,1,4,0,6,3,,,1,,,0.0,0.0,,0.0
164,9,15,2,2,0,3,1,,,1,,,0.0,0.0,,0.0
165,10,27,4,0,0,6,4,,,2,,,0.0,0.0,0.0,0.0
166,11,30,0,2,0,9,6,,,6,,,0.0,0.0,1.0,0.0
167,12,123,10,3,0,13,4,,,1,,,21.0,0.0,1.0,0.0
168,13,100,0,1,0,21,4,,,3,,,31.0,0.0,3.0,0.0
169,14,35,0,2,1,5,18,,,1,,,37.0,1.0,4.0,1.0
170,15,41,15,3,0,7,3,,,3,,,36.0,0.0,4.0,0.0
171,16,17,7,0,0,11,13,,,0,,,19.0,0.0,0.0,0.0
172,17,27,10,1,1,11,3,,,2,,,14.0,0.0,2.0,0.0
173,18,32,12,1,0,10,2,,,2,,,57.0,2.0,0.0,0.0
174,19,37,24,2,0,8,1,,,3,,,44.0,1.0,1.0,0.0
175,20,38,17,4,0,8,5,,,6,,,40.0,1.0,0.0,1.0
176,21,33,16,4,0,4,2,,,4,,,31.0,1.0,2.0,1.0
177,22,56,13,2,0,6,3,,,1,,,30.0,4.0,1.0,1.0
178,23,63,18,6,0,4,3,,,6,,,31.0,4.0,2.0,3.0
179,24,57,15,5,0,5,5,,,3,,,30.0,13.0,1.0,6.0
180,25,58,23,4,0,6,5,,,4,,,67.0,14.0,0.0,7.0
181,26,61,20,2,1,13,2,,,4,,,105.0,9.0,1.0,4.0
182,27,56,17,4,0,6,0,,,4,,,50.0,10.0,2.0,6.0
183,28,69,11,4,0,8,1,,,3,,,60.0,8.0,2.0,2.0
184,29,51,16,2,0,9,5,,,4,,,56.0,10.0,1.0,3.0
185,30,67,24,2,0,13,4,,,3,,,181.0,11.0,4.0,3.0
186,31,49,11,3,0,6,6,,,6,,,140.0,24.0,2.0,13.0
187,32,63,17,3,0,11,2,,,4,,,116.0,33.0,5.0,13.0
188,33,54,23,3,0,9,1,,,1,,,79.0,32.0,0.0,12.0
189,34,42,7,4,0,2,5,,,6,,,60.0,15.0,4.0,7.0
190,35,17,12,4,0,9,3,,,2,,,40.0,3.0,0.0,2.0
191,36,11,10,1,0,7,3,,,0,,,32.0,4.0,1.0,2.0
192,37,18,21,4,0,5,4,,,2,,,31.0,5.0,0.0,3.0
193,38,14,2,1,0,2,2,,,3,,,34.0,13.0,0.0,7.0
194,39,37,6,2,0,5,5,,,2,,,50.0,2.0,0.0,2.0
195,40,29,10,1,0,2,5,,,2,,,83.0,1.0,2.0,0.0
196,41,30,2,3,0,5,5,,,3,,,41.0,2.0,2.0,2.0
197,42,40,6,4,0,5,1,,,5,,,27.0,4.0,0.0,2.0
198,43,52,6,3,0,1,4,,,5,,,32.0,4.0,0.0,1.0
199,44,49,4,0,0,4,5,,,1,,,19.0,2.0,0.0,2.0
200,45,31,0,2,0,6,2,,,0,,,17.0,0.0,1.0,0.0
201,46,48,0,1,0,9,3,,,2,,,23.0,0.0,0.0,0.0
202,47,47,0,2,0,8,5,,,3,,,3.0,1.0,0.0,0.0
203,48,38,0,2,0,13,4,,,3,,,5.0,0.0,0.0,0.0
204,49,54,0,2,0,5,6,,,2,,,23.0,0.0,0.0,0.0
205,50,29,0,1,0,11,5,,,3,,,13.0,1.0,0.0,0.0
206,51,19,0,2,0,7,0,,,2,,,27.0,0.0,0.0,0.0
207,52,24,0,4,0,5,7,,,3,,,21.0,5.0,0.0,2.0
208,53,22,0,2,0,2,2,,,1,,,57.0,9.0,0.0,6.0
209,1,24,0,5,1,7,5,,,5,,,50.0,12.0,1.0,4.0
210,2,40,4,3,0,9,3,,,5,,,55.0,11.0,0.0,7.0
211,3,43,2,5,0,4,3,,,3,,,47.0,9.0,0.0,5.0
212,4,41,0,7,0,5,5,,,7,,,45.0,18.0,0.0,10.0
213,5,26,0,4,0,4,4,,,1,,,33.0,15.0,1.0,7.0
214,6,24,1,6,0,4,1,,,5,,,29.0,11.0,0.0,8.0
215,7,29,0,3,0,7,3,,,0,,,37.0,10.0,3.0,4.0
216,8,29,0,6,0,2,4,,,6,,,30.0,8.0,0.0,5.0
217,9,38,0,6,0,3,3,,,2,,,36.0,16.0,0.0,6.0
218,10,25,0,5,0,10,4,,,3,,,37.0,17.0,1.0,12.0
219,11,20,0,10,0,6,8,,,5,,,39.0,7.0,1.0,3.0
220,12,52,0,8,1,5,6,,,8,,,31.0,34.0,2.0,11.0
221,13,25,0,3,0,3,6,,,3,,,97.0,38.0,1.0,13.0
222,14,48,4,0,2,3,6,,,2,,,94.0,37.0,7.0,21.0
223,15,34,0,10,0,7,5,,,3,,,97.0,43.0,1.0,24.0
224,16,24,0,3,0,1,9,,,5,,,104.0,42.0,1.0,24.0
225,17,21,0,8,0,6,5,,,5,,,78.0,29.0,0.0,20.0
226,18,23,1,6,1,5,7,,,4,,,89.0,26.0,0.0,15.0
227,19,24,0,2,0,3,4,,,2,,,111.0,26.0,2.0,18.0
228,20,25,1,6,0,6,6,,,5,,,103.0,32.0,0.0,14.0
229,21,23,0,11,0,4,4,,,5,,,102.0,28.0,1.0,16.0
230,22,38,0,2,0,8,4,,,4,,,76.0,33.0,0.0,17.0
231,23,51,0,6,0,7,4,,,2,,,60.0,28.0,0.0,16.0
232,24,36,0,2,0,5,5,,,1,,,83.0,20.0,0.0,13.0
233,25,36,0,0,0,13,7,,,6,,,89.0,23.0,0.0,7.0
234,26,35,0,4,1,4,3,,,0,,,70.0,15.0,0.0,7.0
235,27,35,0,5,0,9,4,,,5,,,74.0,14.0,0.0,11.0
236,28,16,0,5,0,12,3,,,3,,,55.0,26.0,0.0,14.0
237,29,34,0,5,2,5,4,,,4,,,54.0,14.0,0.0,9.0
238,30,35,0,5,0,11,4,,,4,,,48.0,6.0,0.0,4.0
239,31,24,0,1,0,6,9,,,2,,,35.0,5.0,0.0,6.0
240,32,19,0,0,0,5,2,,,0,,,58.0,1.0,0.0,0.0
241,33,43,0,10,0,6,2,,,2,,,39.0,2.0,0.0,1.0
242,34,33,0,2,0,6,3,,,0,,,36.0,0.0,0.0,0.0
243,35,23,0,7,0,3,3,,,6,,,37.0,1.0,0.0,1.0
244,36,22,1,3,1,7,4,,,2,,,32.0,2.0,0.0,1.0
245,37,19,0,3,0,7,3,,,2,,,33.0,2.0,0.0,2.0
246,38,27,0,4,0,9,2,,,0,,,26.0,1.0,0.0,0.0
247,39,17,0,3,0,8,9,,,5,,,43.0,2.0,0.0,2.0
248,40,17,0,3,0,8,3,,,3,,,39.0,1.0,0.0,0.0
249,41,12,0,0,1,5,2,,,3,,,33.0,1.0,0.0,1.0
250,42,15,0,5,0,9,9,,,8,,,22.0,2.0,0.0,1.0
251,43,21,2,2,0,8,2,,,3,,,32.0,7.0,1.0,0.0
252,44,10,3,4,0,2,4,,,3,,,42.0,0.0,0.0,0.0
253,45,26,6,2,0,3,1,,,2,,,30.0,1.0,0.0,1.0
254,46,12,0,2,0,3,1,,,0,,,28.0,8.0,0.0,4.0
255,47,14,1,3,0,6,3,,,3,,,24.0,5.0,0.0,4.0
256,48,17,2,2,0,12,5,,,1,,,22.0,6.0,0.0,2.0
257,49,24,0,1,0,6,2,,,1,,,16.0,3.0,0.0,1.0
258,50,21,1,2,0,9,2,,,1,,,18.0,2.0,0.0,1.0
259,51,16,0,1,1,8,3,,,5,,,17.0,1.0,0.0,1.0
260,52,24,0,2,1,7,4,,,3,,,34.0,5.0,0.0,5.0
