,Edad_y_Tipo_de_Atención,IRA_Alta_(J00-J06),Influenza_(J09-J11),Neumonía_(J12-J18),Bronquitis/bronquiolitis_aguda_(J20-J21),Crisis_obstructiva_bronquial_(J40-J46),"Otra_causa_respiratoria_(J22,_J30-J39,_J47,_J60-J98)","Covid-19,_Virus_no_identificado_U07.2","Covid-19,_Virus_identificado_U07.1",CAUSAS_SISTEMA_RESPIRATORIO,"-_COVID-19,_VIRUS_NO_IDENTIFICADO_U07.2","-_COVID-19,_VIRUS_IDENTIFICADO_U07.1",COVID_19_Sospechoso_(U07.2),COVID_19_Confirmado_(U07.1),-_COVID_19_SOSPECHOSO_(U07.2),-_COVID_19_CONFIRMADO_(U07.1)
44,45,40,0,2,18,1,0,,,1,,,,,,
45,46,39,5,3,24,0,1,,,3,,,,,,
46,47,49,3,6,14,0,0,,,1,,,,,,
47,48,30,3,2,15,1,0,,,2,,,,,,
48,49,39,2,1,14,1,0,,,2,,,,,,
49,50,36,2,0,16,1,1,,,2,,,,,,
50,51,43,0,0,19,0,2,,,0,,,,,,
51,52,38,2,0,18,1,2,,,0,,,,,,
52,1,28,0,0,13,0,1,,,0,,,,,,
53,2,19,0,1,10,0,0,,,0,,,,,,
54,3,12,0,0,10,0,0,,,0,,,,,,
55,4,15,0,0,6,0,0,,,0,,,,,,
56,5,19,0,0,4,0,0,,,0,,,,,,
57,6,12,1,0,7,0,0,,,0,,,,,,
58,7,17,0,0,3,0,1,,,0,,,,,,
59,8,19,0,0,6,0,0,,,0,,,,,,
60,9,16,0,0,5,0,2,,,0,,,,,,
61,10,23,0,0,14,0,0,,,0,,,,,,
62,11,46,0,0,18,2,0,,,2,,,,,,
63,12,46,0,0,39,3,0,,,0,,,,,,
64,13,47,0,0,30,0,0,,,0,,,,,,
65,14,45,0,2,29,0,1,,,1,,,,,,
66,15,35,1,4,20,1,1,,,1,,,,,,
67,16,47,1,1,21,0,0,,,1,,,,,,
68,17,47,1,1,26,0,2,,,1,,,,,,
69,18,39,2,1,29,1,1,,,0,,,,,,
70,19,40,3,2,28,0,2,,,1,,,,,,
71,20,49,2,1,31,2,1,,,2,,,,,,
72,21,59,0,0,54,0,3,,,1,,,,,,
73,22,47,1,7,50,0,3,,,1,,,,,,
74,23,46,5,10,50,0,0,,,4,,,,,,
75,24,44,7,0,60,1,2,,,1,,,,,,
76,25,38,11,1,52,0,2,,,0,,,,,,
77,26,34,12,3,59,2,4,,,3,,,,,,
78,27,48,0,4,82,1,5,,,6,,,,,,
79,28,60,8,4,49,1,0,,,1,,,,,,
80,29,45,1,2,65,0,0,,,2,,,,,,
81,30,44,3,3,29,0,0,,,1,,,,,,
82,31,30,0,0,16,0,0,,,3,,,,,,
83,32,27,5,0,16,0,0,,,1,,,,,,
84,33,31,1,1,35,0,0,,,1,,,,,,
85,34,41,0,1,37,0,0,,,2,,,,,,
86,35,31,1,3,22,0,0,,,0,,,,,,
87,36,48,9,4,32,0,1,,,0,,,,,,
88,37,41,4,1,27,1,0,,,0,,,,,,
89,38,41,6,2,25,1,0,,,1,,,,,,
90,39,19,0,2,17,0,0,,,1,,,,,,
91,40,33,1,0,21,0,0,,,0,,,,,,
92,41,41,0,1,22,0,0,,,2,,,,,,
93,42,35,0,3,30,0,0,,,1,,,,,,
94,43,54,4,0,20,0,1,,,0,,,,,,
95,44,41,1,2,15,1,1,,,0,,,,,,
96,45,37,2,0,21,2,2,,,0,,,,,,
97,46,40,0,0,16,0,1,,,0,,,,,,
98,47,36,2,3,16,0,2,,,1,,,,,,
99,48,32,3,0,18,0,2,,,1,,,,,,
100,49,35,2,2,14,1,0,,,0,,,,,,
101,50,34,2,0,15,1,0,,,0,,,,,,
102,51,28,0,1,18,0,0,,,0,,,,,,
103,52,22,0,0,25,0,0,,,1,,,,,,
104,1,46,0,2,8,0,1,,,1,,,,,,
105,2,17,3,0,10,0,2,,,0,,,,,,
106,3,13,0,0,8,0,1,,,1,,,,,,
107,4,27,0,0,3,0,0,,,0,,,,,,
108,5,19,0,0,3,0,0,,,0,,,,,,
109,6,13,0,0,2,1,0,,,0,,,,,,
110,7,12,0,3,5,1,0,,,1,,,,,,
111,8,14,0,1,9,0,1,,,0,,,,,,
112,9,16,0,3,7,1,0,,,1,,,,,,
113,10,14,1,0,4,0,0,,,0,,,,,,
114,11,41,0,0,18,0,2,,,0,,,,,,
115,12,37,1,2,20,0,0,,,1,,,,,,
116,13,40,0,1,36,0,2,,,2,,,,,,
117,14,51,0,0,31,1,1,,,0,,,,,,
118,15,52,0,1,36,0,0,,,0,,,,,,
119,16,50,0,0,39,0,0,,,0,,,,,,
120,17,89,3,0,51,0,0,,,0,,,,,,
121,18,78,1,0,39,0,0,,,0,,,,,,
122,19,72,0,0,49,0,0,,,1,,,,,,
123,20,65,0,0,32,0,1,,,2,,,,,,
124,21,64,1,1,34,1,4,,,1,,,,,,
125,22,53,0,1,44,0,0,,,1,,,,,,
126,23,55,1,0,44,0,1,,,1,,,,,,
127,24,59,0,0,29,0,2,,,0,,,,,,
128,25,37,5,2,40,0,0,,,4,,,,,,
129,26,53,5,1,39,0,1,,,4,,,,,,
130,27,54,5,2,43,0,0,,,1,,,,,,
131,28,36,0,2,47,0,0,,,3,,,,,,
132,29,53,6,4,57,0,3,,,7,,,,,,
133,30,27,2,3,42,0,0,,,5,,,,,,
134,31,38,1,1,25,0,0,,,1,,,,,,
135,32,51,7,0,29,0,2,,,2,,,,,,
136,33,82,7,0,49,2,0,,,0,,,,,,
137,34,91,19,2,39,0,0,,,4,,,,,,
138,35,72,5,1,54,0,1,,,1,,,,,,
139,36,57,2,6,48,0,1,,,5,,,,,,
140,37,59,3,3,61,0,0,,,2,,,,,,
141,38,49,0,2,43,0,0,,,5,,,,,,
142,39,44,0,1,33,1,0,,,2,,,,,,
143,40,43,5,2,30,0,0,,,4,,,,,,
144,41,51,3,2,39,0,3,,,3,,,,,,
145,42,39,0,2,51,0,0,,,1,,,,,,
146,43,58,0,2,39,0,1,,,0,,,,,,
147,44,37,1,1,27,0,0,,,0,,,,,,
148,45,19,0,0,18,0,0,,,0,,,,,,
149,46,17,0,1,19,1,0,,,1,,,,,,
150,47,20,0,0,10,0,0,,,0,,,,,,
151,48,12,0,1,10,0,0,,,0,,,,,,
152,49,18,0,0,8,0,2,,,1,,,,,,
153,50,9,0,0,10,0,0,,,2,,,,,,
154,51,14,0,0,11,0,0,,,0,,,,,,
155,52,24,0,1,12,0,0,,,1,,,,,,
156,1,17,1,0,11,0,0,,,1,,,,,,
157,2,18,0,0,13,0,0,,,0,,,,,,
158,3,18,0,2,12,0,0,,,0,,,,,,
159,4,20,0,0,7,1,0,,,0,,,,,,
160,5,12,0,1,8,0,0,,,2,,,0.0,0.0,0.0,0.0
161,6,24,0,0,8,0,1,,,0,,,0.0,0.0,0.0,0.0
162,7,23,0,1,6,0,0,,,0,,,0.0,0.0,,0.0
163,8,21,0,1,7,0,0,,,0,,,0.0,0.0,,0.0
164,9,17,0,1,8,0,1,,,1,,,0.0,0.0,,0.0
165,10,8,0,0,1,0,0,,,1,,,0.0,0.0,0.0,0.0
166,11,19,1,0,10,3,2,,,0,,,0.0,0.0,0.0,0.0
167,12,15,0,0,10,0,0,,,0,,,3.0,0.0,1.0,0.0
168,13,6,0,0,4,0,0,,,0,,,2.0,0.0,0.0,0.0
169,14,6,0,0,8,0,0,,,0,,,0.0,0.0,0.0,0.0
170,15,4,0,0,1,0,0,,,0,,,0.0,0.0,0.0,0.0
171,16,1,0,0,0,0,1,,,0,,,0.0,0.0,0.0,0.0
172,17,2,0,0,0,0,0,,,0,,,2.0,0.0,0.0,0.0
173,18,2,0,0,0,1,1,,,0,,,0.0,0.0,0.0,0.0
174,19,2,0,0,1,0,0,,,0,,,1.0,0.0,0.0,0.0
175,20,4,0,0,2,0,0,,,1,,,0.0,0.0,0.0,0.0
176,21,5,0,1,0,0,0,,,0,,,0.0,0.0,0.0,0.0
177,22,2,0,0,1,0,0,,,0,,,2.0,0.0,0.0,0.0
178,23,1,0,0,1,0,0,,,0,,,0.0,0.0,0.0,0.0
179,24,2,0,0,0,0,0,,,0,,,0.0,0.0,0.0,0.0
180,25,3,0,0,0,0,0,,,0,,,1.0,0.0,0.0,0.0
181,26,7,0,0,0,0,0,,,0,,,4.0,0.0,0.0,0.0
182,27,2,0,0,0,0,0,,,0,,,0.0,0.0,0.0,0.0
183,28,4,0,0,1,0,0,,,0,,,1.0,0.0,0.0,0.0
184,29,2,0,0,1,0,0,,,0,,,0.0,0.0,0.0,0.0
185,30,5,0,0,0,0,1,,,1,,,0.0,0.0,0.0,0.0
186,31,5,0,0,0,0,0,,,0,,,0.0,0.0,0.0,0.0
187,32,2,0,0,1,0,0,,,0,,,0.0,0.0,0.0,0.0
188,33,1,0,0,0,1,0,,,0,,,0.0,0.0,0.0,0.0
189,34,7,0,0,0,0,0,,,0,,,1.0,0.0,0.0,0.0
190,35,4,0,0,1,0,0,,,1,,,0.0,0.0,0.0,0.0
191,36,6,0,0,0,0,0,,,0,,,2.0,0.0,0.0,0.0
192,37,8,0,0,0,0,0,,,0,,,0.0,0.0,0.0,0.0
193,38,2,0,0,0,0,0,,,0,,,0.0,0.0,0.0,0.0
194,39,6,0,0,0,0,0,,,0,,,0.0,0.0,0.0,0.0
195,40,3,0,0,0,0,0,,,0,,,0.0,0.0,0.0,0.0
196,41,5,0,0,2,0,0,,,0,,,1.0,0.0,0.0,0.0
197,42,6,0,0,1,0,0,,,0,,,0.0,0.0,0.0,0.0
198,43,3,1,0,0,0,0,,,0,,,0.0,0.0,0.0,0.0
199,44,5,0,0,1,0,0,,,0,,,0.0,0.0,0.0,0.0
200,45,9,0,0,3,0,0,,,0,,,0.0,0.0,0.0,0.0
201,46,9,0,0,1,0,1,,,0,,,0.0,0.0,0.0,0.0
202,47,9,0,0,2,0,0,,,0,,,1.0,0.0,0.0,0.0
203,48,7,1,0,3,0,0,,,0,,,1.0,0.0,0.0,0.0
204,49,3,0,0,3,0,0,,,0,,,1.0,0.0,0.0,0.0
205,50,5,0,0,1,0,1,,,0,,,0.0,0.0,0.0,0.0
206,51,3,0,0,2,0,0,,,0,,,1.0,0.0,0.0,0.0
207,52,6,0,1,3,0,0,,,0,,,0.0,0.0,0.0,0.0
208,53,7,2,0,2,0,0,,,1,,,6.0,0.0,0.0,0.0
209,1,12,0,1,1,0,0,,,0,,,1.0,0.0,0.0,0.0
210,2,12,0,0,1,0,0,,,0,,,0.0,0.0,0.0,0.0
211,3,6,1,0,2,0,0,,,0,,,3.0,0.0,0.0,0.0
212,4,7,0,0,0,0,0,,,0,,,0.0,0.0,0.0,0.0
213,5,4,0,0,2,0,0,,,0,,,1.0,0.0,0.0,0.0
214,6,4,0,0,0,0,0,,,0,,,0.0,0.0,0.0,0.0
215,7,7,0,1,1,1,0,,,0,,,2.0,0.0,0.0,0.0
216,8,4,0,0,3,0,0,,,0,,,1.0,0.0,0.0,0.0
217,9,5,0,0,0,0,0,,,0,,,1.0,0.0,0.0,0.0
218,10,12,0,0,0,0,1,,,0,,,1.0,0.0,0.0,0.0
219,11,3,0,0,0,1,0,,,0,,,10.0,0.0,0.0,1.0
220,12,2,0,0,0,0,1,,,1,,,1.0,0.0,0.0,0.0
221,13,7,0,0,3,0,2,,,0,,,2.0,0.0,0.0,0.0
222,14,9,0,0,1,0,1,,,0,,,1.0,0.0,0.0,0.0
223,15,4,0,0,1,0,1,,,0,,,4.0,0.0,0.0,0.0
224,16,6,0,0,0,0,0,,,0,,,3.0,0.0,0.0,0.0
225,17,9,0,0,1,0,1,,,0,,,2.0,0.0,0.0,0.0
226,18,11,0,0,0,0,1,,,0,,,3.0,0.0,0.0,0.0
227,19,14,0,0,4,0,1,,,0,,,3.0,0.0,0.0,0.0
228,20,11,0,0,2,0,0,,,0,,,2.0,0.0,1.0,0.0
229,21,19,0,0,1,0,1,,,0,,,1.0,0.0,0.0,0.0
230,22,19,0,3,2,0,1,,,0,,,1.0,0.0,0.0,0.0
231,23,19,0,0,0,0,1,,,0,,,2.0,0.0,0.0,0.0
232,24,7,1,0,2,0,1,,,1,,,1.0,0.0,0.0,0.0
233,25,13,0,1,1,0,1,,,1,,,2.0,0.0,0.0,0.0
234,26,13,0,1,5,0,1,,,1,,,5.0,0.0,0.0,0.0
235,27,10,0,0,3,0,1,,,0,,,0.0,0.0,0.0,0.0
236,28,8,0,0,4,1,0,,,0,,,1.0,0.0,0.0,0.0
237,29,8,0,0,1,0,0,,,0,,,1.0,0.0,0.0,0.0
238,30,14,0,0,3,0,1,,,0,,,0.0,0.0,0.0,0.0
239,31,4,0,0,2,0,1,,,0,,,0.0,1.0,0.0,0.0
240,32,7,0,0,5,0,0,,,0,,,0.0,0.0,0.0,0.0
241,33,13,0,0,2,0,0,,,0,,,0.0,0.0,0.0,0.0
242,34,11,0,0,3,0,0,,,0,,,0.0,0.0,0.0,0.0
243,35,11,0,0,5,0,0,,,0,,,0.0,0.0,0.0,0.0
244,36,12,1,0,1,0,0,,,0,,,1.0,0.0,0.0,0.0
245,37,4,0,0,6,0,0,,,0,,,2.0,0.0,0.0,0.0
246,38,15,2,0,6,0,2,,,0,,,3.0,0.0,0.0,0.0
247,39,11,0,0,5,1,1,,,1,,,3.0,0.0,0.0,0.0
248,40,13,0,0,9,0,1,,,0,,,1.0,0.0,0.0,0.0
249,41,13,0,0,9,0,1,,,2,,,2.0,0.0,0.0,0.0
250,42,15,0,0,9,0,1,,,0,,,0.0,0.0,0.0,0.0
251,43,20,0,0,10,0,0,,,0,,,0.0,0.0,0.0,0.0
252,44,24,0,0,8,0,1,,,0,,,0.0,0.0,0.0,0.0
253,45,24,0,0,4,0,1,,,1,,,1.0,0.0,0.0,0.0
254,46,35,1,2,1,0,0,,,0,,,1.0,0.0,0.0,0.0
255,47,38,0,0,10,0,3,,,1,,,1.0,0.0,0.0,0.0
256,48,25,0,0,8,0,2,,,1,,,1.0,0.0,0.0,0.0
257,49,34,0,0,9,0,1,,,0,,,0.0,0.0,0.0,0.0
258,50,14,0,0,6,0,2,,,0,,,0.0,0.0,0.0,0.0
259,51,25,1,1,6,0,2,,,1,,,1.0,0.0,0.0,0.0
260,52,31,0,0,3,0,5,,,3,,,0.0,0.0,0.0,0.0
